sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"While this important matter was settling, Mary was otherwise employed.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_009,neutral,neutral
"As the match was an advantageous one, Mary could not
raise any objection to it, though at this juncture it was very
disagreeable to her to have a stranger about her person.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_021,disapproval,disapproval
"Thus meditating, she passed the still midnight hour by
his bedside.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_013,neutral,neutral
"If I am to lose the support of my age, and be again a
widow--may I call her Child whom my Henry wishes me to adopt?""","Mary, A Fiction",Mary Wollstonecraft,1798,MW_045,neutral,neutral
"Mary rose early, refreshed by the seasonable rest, and went to visit the
poor woman, whom she found quite recovered: and, on enquiry, heard that
she had lately buried her husband, a common sailor; and that her only
surviving child had been washed over-board the day before.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_033,neutral,neutral
"The same warmth which determined her will make her repent; and sorrow,
the rust of the mind, will never have a chance of being rubbed off by
sensible conversation, or new-born affections of the heart.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_020,sadness,sadness
"The servants and the poor adored
her.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_009,love,love
"She visited several convents, and found that solitude only eradicates
some passions, to give strength to others; the most baneful ones.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_020,neutral,neutral
"Terrified at seeing him so near death, and yet so ill prepared for it,
his daughter sat by his bed, oppressed by the keenest anguish, which her
piety increased.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_013,fear,fear
"said she, in a tone of
astonishment.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_011,surprise,surprise
The words almost choked her.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,neutral,neutral
"As she was sometimes obliged to be alone, or only with her French
waiting-maid, she sent to the metropolis for all the new publications,
and while she was dressing her hair, and she could turn her eyes from
the glass, she ran over those most delightful substitutes for bodily
dissipation, novels.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_002,neutral,neutral
"During the year of mourning they lived in retirement; music, drawing,
and reading, filled up the time; and Mary's taste and judgment were both
improved by contracting a habit of observation, and permitting the
simple beauties of Nature to occupy her thoughts.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_012,neutral,neutral
"""In
advising thee in this style, I have only thy good at heart, Mary.""","Mary, A Fiction",Mary Wollstonecraft,1798,MW_028,caring,caring
"Not aware of the danger she ran into, she did not think of it
till she perceived she had caught the fever.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_036,neutral,neutral
"The disorder made the most rapid advances--there was no hope!--Bereft of
it, Mary again was tranquil; but it was a very different kind of
tranquillity.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"This friend determined to trust to her native strength of mind, and
informed her of the circumstance; but she overrated it: Mary was not
able, for a few days after the intelligence, to fix on the mode of
conduct she ought now to pursue.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_047,neutral,neutral
"Mary undressed her, and when she had recovered, and
soothed her, left her to enjoy the rest she required to recruit her
strength, which fear had quite exhausted.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_032,neutral,neutral
"Her heart yearned for them, and would dance with joy when she had
relieved their wants, or afforded them pleasure.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,neutral,neutral
"Her anxiety led her to study physic, and for some time she only read
books of that cast; and this knowledge, literally speaking, ended in
vanity and vexation of spirit, as it enabled her to foresee what she
could not prevent.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_012,neutral,neutral
"Unfortunately, before they could reach it there was a violent shower of
rain; and as the wind was very high, it beat against the leather
curtains, which they drew along the front of the vehicle, to shelter
themselves from it; but it availed not, some of the rain forced its way,
and Ann felt the effects of it, for she caught cold, spite of Mary's
precautions.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_015,neutral,neutral
Her thoughts flew rapidly to something.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_044,neutral,neutral
"The summons came, and the whole party attended her to the vessel.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_030,neutral,neutral
"Unhappy, she wandered about the village, and relieved the poor; it was
the only employment that eased her aching heart; she became more
intimate with misery--the misery that rises from poverty and the want of
education.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_035,sadness,sadness
"In every thing it was not the great, but the beautiful, or the pretty,
that caught her attention.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_010,admiration,admiration
Mary sat on the side of the bed.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,neutral,neutral
"A part of the estate she was to inherit had been litigated, and the heir
of the person who still carried on a Chancery suit, was only two years
younger than our heroine.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_009,neutral,neutral
"He wished not to influence her conduct--vain precaution; she
knew she was beloved; and could she forget that such a man loved her, or
rest satisfied with any inferior gratification.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_029,neutral,neutral
"Once or twice she essayed to tell him that she was, in a few days, to
depart; but she could not; she was irresolute; it will do to-morrow;
should the wind change they could not sail in such a hurry; thus she
thought, and insensibly grew more calm.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_026,neutral,neutral
"In a few days she must again go to sea; the weather was very
tempestuous--what of that, the tempest in her soul rendered every other
trifling--it was not the contending elements, but _herself_","Mary, A Fiction",Mary Wollstonecraft,1798,MW_026,neutral,neutral
"Engrossed by the scene of misery she had been witness to, she walked
silently by his side, when he roused her out of her reverie by telling
her that in all likelihood her mother had not many hours to live; and
before she could return him any answer, informed her that they had both
determined to marry her to Charles, his friend's son; he added, the
ceremony was to be performed directly, that her mother might be witness
of it; for such a desire she had expressed with childish eagerness.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_010,neutral,neutral
She had not yet found the companion she looked for.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_012,neutral,neutral
"In this manner was her sensibility called forth, and
exercised, by her mother's illness, her friend's misfortunes, and her
own unsettled mind.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,neutral,neutral
"She visited them every day, and procured them every comfort; contrary to
her expectation, the woman began to recover; cleanliness and wholesome
food had a wonderful effect; and Mary saw her rising as it were from the
grave.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_036,admiration,admiration
"One of these visits gave rise to the subject, and the whole party
descanted on it; but as the ladies could not handle it well, they soon
adverted to portraits; and talked of the attitudes and characters in
which they should wish to be drawn.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_020,neutral,neutral
"Her delicacy did not restrain her, for her dislike to her
husband had taken root in her mind long before she knew Henry.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_027,neutral,neutral
"The physicians had said change of air was
necessary for her as well as her friend.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_014,neutral,neutral
"One instant she would regard the ocean, the next the
beings who braved its fury.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_014,neutral,neutral
"Overwhelmed by this intelligence, Mary rolled her eyes about, then, with
a vacant stare, fixed them on her father's face; but they were no longer
a sense; they conveyed no ideas to the brain.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_011,neutral,neutral
"The third day Mary was desired to prepare herself; for if the wind
continued in the same point, they should set sail the next evening.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_030,neutral,neutral
"Very frequently has she ran to her with delight, and
not perceiving any thing of the same kind in Ann's countenance, she has
shrunk back; and, falling from one extreme into the other, instead of a
warm greeting that was just slipping from her tongue, her expressions
seemed to be dictated by the most chilling insensibility.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,neutral,neutral
"Years after, when wandering through the same scenes, her imagination has
strayed back, to trace the first placid sentiments they inspired, and
she would earnestly desire to regain the same peaceful tranquillity.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_008,desire,desire
"The physician was sent for, who pronounced her to be in the most
imminent danger.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"Young people are mostly fond of scribbling;
Mary had had very little instruction; but by copying her friend's
letters, whose hand she admired, she soon became a proficient; a little
practice made her write with tolerable correctness, and her genius gave
force to it.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,admiration,admiration
"This fondness for animals was not that kind of
_attendrissement_ which makes a person take pleasure in providing for
the subsistence and comfort of a living creature; but it proceeded from
vanity, it gave her an opportunity of lisping out the prettiest French
expressions of ecstatic fondness, in accents that had never been attuned
by tenderness.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_002,neutral,neutral
