,character
28060,collins
28061,elizabeth
28062,darcy
28063,lady catherine’s
28064,elizabeth
28065,bingley
28066,jane
28067,jane
28068,bennet
28069,jane
28070,jane
28071,jane
28072,elizabeth
28073,darcy
28074,darcy
28075,darcy
28076,elizabeth
28077,darcy
28078,bennet
28079,lady lucas
28080,elizabeth
28081,mary
28082,elizabeth
28083,mary
28084,mary
28085,elizabeth
28086,mary
28087,mary
28088,elizabeth
28089,jane
28090,jane
28091,darcy
28092,mary
28093,mary
28094,"aloud,--"
28095,mary
28096,elizabeth
28097,collins
28098,darcy
28099,collins
28100,elizabeth
28101,darcy
28102,collins
28103,lucas
28104,collins
28105,darcy
28106,wickham
28107,darcy
28108,wickham
28109,bennet
28110,hurst
28111,bennet
28112,collins
28113,bingley
28114,darcy
28115,bennet
28116,bingley
28117,jane
28118,elizabeth
28119,hurst
28120,bingley
28121,lydia
28122,bennet
28123,bingley
28124,bennet
28125,collins
28126,elizabeth
28127,bingley
28128,netherfield
28129,collins
28130,bingley
28131,netherfield
28132,collins
28133,bennet
28134,elizabeth
28135,elizabeth
28136,elizabeth
28137,lizzy
28138,kitty
28139,elizabeth
28140,collins
28141,lizzy
28142,elizabeth
28143,lizzy
28144,collins
28145,elizabeth
28146,bennet
28147,kitty
28148,collins
28149,elizabeth
28150,collins
28151,elizabeth
28152,jenkinson
28153,de bourgh
28154,collins
28155,hunsford
28156,allow
28157,lady catherine de bourgh
28158,collins
28159,elizabeth
28160,lady catherine
28161,lady catherine
28162,collins
28163,collins
28164,collins
28165,"her,--"
28166,collins
28167,elizabeth
28168,de bourgh
28169,elizabeth
28170,collins
28171,bennet
28172,elizabeth
28173,collins
28174,bennet
28175,collins
28176,lizzy
28177,collins
28178,bennet
28179,lizzy
28180,bennet
28181,lizzy
28182,bennet
28183,bennet
28184,lizzy
28185,collins
28186,bennet
28187,collins
28188,lizzy
28189,lizzy
28190,collins
28191,collins
28192,lizzy
28193,lizzy
28194,bennet
28195,elizabeth
28196,collins
28197,elizabeth
28198,bennet
28199,elizabeth
28200,collins
28201,elizabeth
28202,bennet
28203,bennet
28204,bennet
28205,bennet
28206,elizabeth
28207,jane
28208,jane
28209,elizabeth
28210,collins
28211,charlotte lucas
28212,collins
28213,lizzy
28214,kitty
28215,bennet
28216,lucas
28217,lizzy
28218,lucas
28219,jane
28220,elizabeth
28221,bennet
28222,lizzy
28223,collins
28224,collins
28225,elizabeth
28226,jane
28227,kitty
28228,collins
28229,bennet
28230,collins
28231,bennet
28232,bennet
28233,collins
28234,elizabeth
28235,lucas
28236,bennet
28237,collins
28238,elizabeth
28239,wickham
28240,elizabeth
28241,wickham
28242,copyright 1894
28243,george allen
28244,miss bennet
28245,copyright 1894
28246,george allen
28247,miss bennet
28248,elizabeth
28249,jane
28250,elizabeth
28251,jane
28252,jane
28253,caroline bingley
28254,netherfield
28255,words:--“‘i
28256,elizabeth
28257,bingley
28258,jane
28259,bingley
28260,bingley
28261,caroline
28262,bingley
28263,caroline
28264,charles
28265,jane
28266,bingley
28267,darcy
28268,georgiana darcy
28269,charles
28270,jane
28271,lizzy
28272,jane
28273,jane
28274,lizzy
28275,jane
28276,bingley
28277,darcy
28278,jane
28279,miss bingley
28280,darcy
28281,darcy
28282,miss de bourgh
28283,jane
28284,bingley
28285,darcy
28286,miss bingley
28287,jane
28288,caroline
28289,elizabeth
28290,jane
28291,elizabeth
28292,jane
28293,bennet
28294,bingley
28295,lucas
28296,collins
28297,elizabeth
28298,charlotte
28299,elizabeth
28300,collins
28301,elizabeth
28302,collins
28303,lucas
28304,lucas
28305,collins
28306,lucas
28307,william
28308,lady lucas
28309,collins
28310,lady lucas
28311,copyright 1894
28312,george allen
28313,bennet
28314,william
28315,collins
28316,william
28317,collins
28318,collins
28319,elizabeth bennet
28320,elizabeth
28321,collins
28322,bennet
28323,bennet
28324,lady catherine
28325,bennet
28326,lady catherine
28327,collins
28328,elizabeth
28329,bennet
28330,mary
28331,lucas
28332,elizabeth
28333,collins
28334,elizabeth
28335,collins
28336,lucas
28337,collins
28338,collins
28339,elizabeth
28340,collins
28341,collins
28342,elizabeth
28343,elizabeth
28344,collins
28345,collins
28346,copyright 1894
28347,george allen
28348,elizabeth
28349,william lucas
28350,bennet
28351,william
28352,collins
28353,lizzy
28354,bennet
28355,william
28356,collins
28357,lizzy
28358,william
28359,elizabeth
28360,william
28361,jane
28362,collins
28363,bennet
28364,william
28365,collins
28366,elizabeth
28367,elizabeth
28368,william
28369,lady lucas
28370,bennet
28371,jane
28372,elizabeth
28373,kitty
28374,lucas
28375,collins
28376,elizabeth
28377,kitty
28378,lucas
28379,collins
28380,lady lucas
28381,bennet
28382,bennet
28383,elizabeth
28384,elizabeth
28385,jane
28386,caroline
28387,collins
28388,lucas
28389,lady catherine
28390,collins
28391,bennet
28392,bennet
28393,bingley
28394,jane
28395,elizabeth
28396,bennet
28397,bingley
28398,jane
28399,elizabeth
28400,elizabeth
28401,jane
28402,miss
28403,darcy
28404,jane
28405,elizabeth
28406,elizabeth
28407,jane
28408,jane
28409,collins
28410,bennet
28411,lucas
28412,collins
28413,bennet
28414,collins
28415,bennet
28416,bennet
28417,bennet
28418,bennet
28419,collins
28420,bennet
28421,bingley
28422,jane
28423,darcy
28424,darcy
28425,elizabeth
28426,jane
28427,darcy
28428,elizabeth
28429,jane
28430,darcy
28431,jane
28432,jane
28433,jane
28434,elizabeth
28435,bennet
28436,elizabeth
28437,jane
28438,jane
28439,elizabeth
28440,bennet
28441,bennet
28442,elizabeth
28443,lizzy
28444,collins
28445,jane
28446,collins
28447,jane
28448,lizzy
28449,lizzy
28450,bingley
28451,elizabeth
28452,darcy
28453,jane
28454,elizabeth
28455,bingley
28456,elizabeth
28457,bingley
28458,bennet
28459,elizabeth
28460,jane
28461,bennet
28462,bingley
28463,bennet
28464,lizzy
28465,jane
28466,wickham
28467,jane
28468,bennet
28469,wickham
28470,elizabeth
28471,darcy
28472,darcy
28473,bennet
28474,darcy
28475,collins
28476,darcy
28477,collins
28478,bennet
28479,gardiner
28480,netherfield
28481,gardiner
28482,bennet
28483,philips
28484,gardiner
28485,bennet
28486,jane
28487,jane
28488,lizzy
28489,collins
28490,gardiner
28491,jane
28492,elizabeth
28493,elizabeth
28494,jane
28495,bingley
28496,copyright 1894
28497,george allen
28498,elizabeth
28499,bingley
28500,jane
28501,lizzy
28502,elizabeth
28503,gardiner
28504,elizabeth
28505,gardiner
28506,darcy
28507,jane
28508,darcy
28509,bingley
28510,jane
28511,elizabeth
28512,jane
28513,jane
28514,bennet
28515,bingleys
28516,philipses
28517,bennet
28518,wickham
28519,gardiner
28520,elizabeth
28521,elizabeth
28522,elizabeth
28523,gardiner
28524,wickham
28525,darcy
28526,gardiner
28527,darcy
28528,darcy
28529,fitzwilliam darcy
28530,gardiner
28531,elizabeth
28532,lizzy
28533,wickham
28534,elizabeth
28535,wickham
28536,elizabeth
28537,wickham
28538,darcy
28539,wickham
28540,elizabeth
28541,elizabeth
28542,collins
28543,jane
28544,bennet
28545,bennet
28546,lucas
28547,elizabeth
28548,eliza
28549,kent
28550,hunsford
28551,elizabeth
28552,maria
28553,kent
28554,elizabeth
28555,elizabeth
28556,lady catherine
28557,elizabeth
28558,lady catherine
28559,collins
28560,rosings
28561,elizabeth
28562,jane
28563,elizabeth
28564,jane
28565,elizabeth
28566,jane
28567,bingley
28568,caroline
28569,darcy
28570,darcy
28571,hurst
28572,elizabeth
28573,bingley
28574,jane
28575,bingley
28576,jane
28577,lizzy
28578,bingley
28579,caroline
28580,caroline
28581,darcy
28582,bingley
28583,netherfield
28584,william
28585,maria
28586,elizabeth
28587,jane
28588,elizabeth
28589,jane
28590,jane
28591,darcy
28592,gardiner
28593,elizabeth
28594,elizabeth
28595,elizabeth
28596,elizabeth
28597,gardiner
28598,miss king
28599,kitty
28600,lydia
28601,longbourn
28602,elizabeth
28603,hunsford
28604,collins
28605,william
28606,wickham
28607,elizabeth
28608,lady catherine de bourgh
28609,william lucas
28610,maria
28611,elizabeth
28612,william
28613,william lucas
28614,maria
28615,elizabeth
28616,william
28617,gardiner
28618,jane
28619,elizabeth
28620,elizabeth
28621,jane
28622,gardiner
28623,bingley
28624,jane
28625,gardiner
28626,elizabeth
28627,miss king
28628,miss king
28629,elizabeth
28630,lizzy
28631,lizzy
28632,gardiner
28633,elizabeth
28634,elizabeth
28635,elizabeth
28636,elizabeth
28637,parsonage
28638,collins
28639,collins
28640,elizabeth
28641,elizabeth
28642,collins
28643,collins
28644,collins
28645,elizabeth
28646,collins
28647,william
28648,elizabeth
28649,collins
28650,elizabeth
28651,lady catherine
28652,collins
28653,elizabeth
28654,lady catherine
28655,maria
28656,rosings
28657,lady catherine
28658,lady catherine
28659,elizabeth
28660,collins
28661,rosings
28662,maria
28663,george allen
28664,elizabeth
28665,maria
28666,elizabeth
28667,lady catherine
28668,maria
28669,catherine
28670,jenkinson
28671,de bourgh
28672,miss de bourgh
28673,elizabeth
28674,miss de bourgh
28675,elizabeth
28676,collins
28677,william
28678,elizabeth
28679,de bourgh
28680,collins
28681,lady catherine
28682,copyright 1894
28683,george allen
28684,collins
28685,catherine
28686,william
28687,collins
28688,catherine
28689,lady catherine
28690,lady catherine
28691,lady catherine
28692,maria lucas
28693,elizabeth
28694,collins
28695,lewis de bourgh
28696,maria
28697,william
28698,elizabeth
28699,"lady
catherine"
28700,collins
28701,lady catherine
28702,jenkinson
28703,collins
28704,william
28705,elizabeth
28706,lady catherine
28707,lady catherine
28708,wickham
28709,elizabeth
28710,lady catherine
28711,darcy
28712,maria
28713,miss de bourgh
28714,jenkinson
28715,collins
28716,lady catherine
28717,collins
28718,william
28719,elizabeth
28720,lady catherine
28721,catherine
28722,elizabeth
28723,miss de bourgh
28724,lady catherine
28725,jenkinson
28726,maria
28727,jenkinson
28728,maria
28729,lady catherine
28730,elizabeth
28731,collins
28732,maria
28733,elizabeth
28734,collins
28735,elizabeth
28736,lady catherine
28737,collins
28738,lewis de bourgh
28739,"miss
bennet"
28740,webbs
28741,elizabeth
28742,jenkinson
28743,collins
28744,lady metcalfe’s
28745,catherine
28746,bennet
28747,elizabeth
28748,lady catherine
28749,elizabeth
28750,elizabeth
28751,lady catherine
28752,elizabeth
28753,lady catherine
28754,william
28755,collins
28756,de bourgh
28757,jenkinson
28758,jenkinson
28759,de bourgh
28760,lady catherine
28761,collins
28762,william
28763,lady catherine
28764,collins
28765,lady catherine
28766,collins
28767,william
28768,elizabeth
28769,collins
28770,william
28771,william
28772,william
28773,collins
28774,elizabeth
28775,elizabeth
28776,collins
28777,collins
28778,de bourgh
28779,collins
28780,rosings
28781,elizabeth
28782,collins
28783,collins
28784,elizabeth
28785,collins
28786,william
28787,collinses
28788,elizabeth
28789,lady catherine
28790,lady catherine
28791,easter
28792,elizabeth
28793,darcy
28794,bingley
28795,lady catherine
28796,lucas
28797,collins
28798,hunsford lane
28799,copyright 1894
28800,george allen
28801,lucas
28802,collins
28803,hunsford lane
28804,copyright 1894
28805,george allen
28806,rosings
28807,lady catherine
28808,darcy
28809,fitzwilliam
28810,collins
28811,darcy
28812,elizabeth
28813,fitzwilliam
28814,darcy
28815,collins
28816,elizabeth
28817,fitzwilliam
28818,collins
28819,elizabeth
28820,bingleys
28821,jane
28822,miss bennet
28823,fitzwilliam
28824,bennet
28825,fitzwilliam
28826,lady catherine
28827,fitzwilliam
28828,darcy
28829,lady catherine
28830,darcy
28831,fitzwilliam
28832,collins
28833,elizabeth
28834,lady catherine
28835,darcy
28836,fitzwilliam
28837,bennet
28838,darcy
28839,darcy
28840,darcy
28841,darcy
28842,"lady
catherine"
28843,bennet
28844,collins
28845,rosings
28846,jenkinson
28847,darcy
28848,fitzwilliam reminded elizabeth
28849,lady catherine
28850,elizabeth
28851,darcy
28852,elizabeth
28853,fitzwilliam
28854,elizabeth
28855,fitzwilliam
28856,darcy
28857,fitzwilliam
28858,darcy
28859,fitzwilliam
28860,darcy
28861,elizabeth
28862,fitzwilliam
28863,fitzwilliam
28864,darcy
28865,elizabeth
28866,darcy
28867,darcy
28868,lady catherine
28869,elizabeth
28870,lady catherine
28871,bennet
28872,elizabeth
28873,darcy
28874,de bourgh
28875,miss bingley
28876,lady catherine
28877,elizabeth
28878,elizabeth
28879,elizabeth
28880,jane
28881,collins
28882,maria
28883,lady catherine
28884,darcy
28885,darcy
28886,rosings
28887,darcy
28888,bingley
28889,darcy
28890,bingley
28891,bingley
28892,netherfield
28893,bingley
28894,darcy
28895,elizabeth
28896,lady catherine
28897,collins
28898,collins
28899,collins
28900,elizabeth
28901,collins
28902,elizabeth
28903,collins
28904,elizabeth
28905,jane
28906,collins
28907,darcy
28908,elizabeth
28909,kent
28910,tête-à-tête
28911,darcy
28912,miss bennet
28913,copyright 1894
28914,george allen
28915,elizabeth
28916,lady catherine
28917,fitzwilliam
28918,elizabeth
28919,george wickham
28920,fitzwilliam
28921,darcy
28922,collins
28923,fitzwilliam
28924,rosings
28925,elizabeth
28926,elizabeth
28927,collins
28928,elizabeth
28929,fitzwilliam
28930,darcy
28931,elizabeth
28932,darcy
28933,darcy
28934,elizabeth
28935,darcy
28936,collins
28937,kent
28938,fitzwilliam
28939,jane
28940,jane
28941,darcy
28942,fitzwilliam
28943,kent
28944,darcy
28945,darcy
28946,fitzwilliam
28947,darcy
28948,fitzwilliam
28949,elizabeth
28950,fitzwilliam
28951,darcy
28952,darcy
28953,darcy
28954,darcy
28955,hurst
28956,bingley
28957,darcy
28958,elizabeth drily--“mr
28959,darcy
28960,darcy
28961,bingley
28962,darcy
28963,darcy
28964,fitzwilliam
28965,elizabeth
28966,fitzwilliam
28967,darcy
28968,darcy
28969,fitzwilliam
28970,darcy
28971,darcy
28972,bingley
28973,jane
28974,miss bingley
28975,jane
28976,fitzwilliam
28977,jane
28978,darcy
28979,darcy
28980,bingley
28981,bingley
28982,darcy
28983,rosings
28984,collins
28985,collins
28986,lady catherine
28987,elizabeth
28988,darcy
28989,jane
28990,kent
28991,elizabeth
28992,darcy
28993,rosings
28994,jane
28995,darcy
28996,kent
28997,fitzwilliam
28998,fitzwilliam
28999,darcy
29000,darcy
29001,elizabeth
29002,elizabeth
29003,darcy
29004,elizabeth
29005,darcy
29006,elizabeth
29007,elizabeth
29008,wickham
29009,darcy
29010,darcy
29011,elizabeth
29012,darcy
29013,elizabeth
29014,darcy
29015,elizabeth
29016,darcy
29017,jane
29018,wickham
29019,catherine
29020,elizabeth
29021,lady catherine
29022,elizabeth
29023,darcy
29024,kent
29025,darcy
29026,darcy
29027,elizabeth
29028,rosings
29029,rosings
29030,bingley
29031,wickham
29032,william lucas
29033,miss bennet
29034,miss bennet
29035,father:--pardon
29036,netherfield
29037,"miss
bingley"
29038,wickham
29039,wickham
29040,wickham
29041,george wickham
29042,darcy
29043,wickham
29044,wickham
29045,wickham
29046,wickham
29047,wickham
29048,fitzwilliam
29049,younge
29050,wickham
29051,younge
29052,wickham
29053,wickham
29054,fitzwilliam
29055,god
29056,elizabeth
29057,darcy
29058,wickham
29059,pemberley
29060,darcy
29061,wickham
29062,wickham
29063,darcy
29064,wickham
29065,copyright 1894
29066,george allen
29067,darcy
29068,darcy
29069,darcy
29070,fitzwilliam
29071,fitzwilliam
29072,fitzwilliam
29073,fitzwilliam
29074,darcy
29075,darcy
29076,darcy
29077,netherfield
29078,darcy
29079,miss king
29080,darcy
29081,bingley
29082,jane
29083,darcy
29084,bingley
29085,jane
29086,bingley
29087,darcy
29088,wickham
29089,jane
29090,jane
29091,darcy
29092,jane
29093,jane
29094,jane
29095,rosings
29096,darcy
29097,fitzwilliam
29098,elizabeth
29099,fitzwilliam
29100,collins
29101,lady catherine
29102,elizabeth
29103,lady catherine
29104,elizabeth
29105,lady catherine
29106,lady catherine
29107,darcy
29108,collins
29109,lady catherine
29110,bennet
29111,collins
29112,elizabeth
29113,collins
29114,bennet
29115,copyright 1894
29116,george allen
29117,complete
29118,lady catherine
29119,collins
29120,lady catherine
29121,collins
29122,darcy
29123,darcy of pemberley
29124,lady anne
29125,john
29126,collins
29127,lady catherine
29128,elizabeth
29129,darcy
29130,elizabeth
29131,jane
29132,catherine
29133,catherine
29134,meryton
29135,jane
29136,darcy
29137,jane
29138,jane
29139,maria
29140,lady catherine
29141,hunsford
29142,miss de bourgh
29143,elizabeth
29144,collins
29145,elizabeth
29146,collins
29147,elizabeth
29148,collins
29149,elizabeth
29150,collins
29151,lady catherine
29152,elizabeth
29153,lady catherine
29154,collins
29155,elizabeth
29156,elizabeth
29157,elizabeth
29158,elizabeth
29159,collins
29160,gardiner
29161,maria
29162,rosings
29163,elizabeth
29164,maria
29165,elizabeth
29166,hunsford
29167,gardiner
29168,jane
29169,elizabeth
29170,jane
29171,darcy
29172,jane
29173,darcy
29174,jane
29175,bennet
29176,kitty
29177,elizabeth
29178,elizabeth
29179,brighton
29180,lydia
29181,jane
29182,elizabeth
29183,mary king
29184,wickham
29185,mary king
29186,elizabeth
29187,jane
29188,elizabeth
29189,kitty
29190,jane
29191,jane
29192,lizzy
29193,collins
29194,forster
29195,kitty
29196,forster
29197,forster
29198,harriet
29199,chamberlayne
29200,kitty
29201,wickham
29202,elizabeth
29203,bennet
29204,jane
29205,bennet
29206,lizzy
29207,maria
29208,lady lucas
29209,maria
29210,bennet
29211,jane
29212,lucases
29213,jane
29214,lucases
29215,mary
29216,kitty
29217,kitty
29218,george
29219,mary
29220,mary
29221,elizabeth
29222,brighton
29223,elizabeth
29224,beth
29225,elizabeth
29226,jane
29227,darcy
29228,bennet
29229,elizabeth
29230,darcy
29231,elizabeth
29232,george wickham
29233,jane
29234,darcy
29235,elizabeth
29236,darcy
29237,jane
29238,wickham
29239,darcy
29240,lizzy
29241,jane
29242,wickham
29243,darcy
