sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
"While they were thus comfortably occupied, Mr. Woodhouse was enjoying a
full flow of happy regrets and fearful affection with his daughter.",Emma,Jane Austen,1815,JA_067,joy,22
"“My poor dear Isabella,” said he, fondly taking her hand, and
interrupting, for a few moments, her busy labours for some one of her
five children—“How long it is, how terribly long since you were here!",Emma,Jane Austen,1815,JA_067,sadness,36
"What happiness it must be to her good old
grandmother and excellent aunt, when she comes to visit them!",Emma,Jane Austen,1815,JA_069,joy,19
"I always
regret excessively on dear Emma’s account that she cannot be more at
Highbury; but now their daughter is married, I suppose Colonel and Mrs.
Campbell will not be able to part with her at all.",Emma,Jane Austen,1815,JA_070,sadness,37
"Mr. Woodhouse agreed to it all, but added, “Our little friend Harriet Smith, however, is just such another pretty
kind of young person.",Emma,Jane Austen,1815,JA_070,joy,23
"“I am most happy to hear it—but only Jane Fairfax one knows to be so
very accomplished and superior!—and exactly Emma’s age.”",Emma,Jane Austen,1815,JA_070,joy,22
"Often as she had wished for and ordered
it, she had never been able to get any thing tolerable.",Emma,Jane Austen,1815,JA_070,sadness,19
"She was very feverish and had a bad sore throat:
Mrs. Goddard was full of care and affection, Mr. Perry was talked of,
and Harriet herself was too ill and low to resist the authority which
excluded her from this delightful engagement, though she could not
speak of her loss without many tears.",Emma,Jane Austen,1815,JA_072,sadness,53
"Emma was just describing the nature of her friend’s
complaint;—“a throat very much inflamed, with a great deal of heat
about her, a quick, low pulse, &c. and she was sorry to find from Mrs.
Goddard that Harriet was liable to very bad sore-throats, and had often
alarmed her with them.”",Emma,Jane Austen,1815,JA_073,sadness,51
"Emma, who was not really at all frightened herself, tranquillised this
excess of apprehension by assurances of Mrs. Goddard’s experience and
care; but as there must still remain a degree of uneasiness which she
could not wish to reason away, which she would rather feed and assist
than not, she added soon afterwards—as if quite another subject, “It is so cold, so very cold—and looks and feels so very much like
snow, that if it were to any other place or with any other party, I
should really try not to go out to-day—and dissuade my father from
venturing; but as he has made up his mind, and does not seem to feel
the cold himself, I do not like to interfere, as I know it would be so
great a disappointment to Mr. and Mrs. Weston.",Emma,Jane Austen,1815,JA_073,sadness,137
"“You do quite right,” said she;—“we will make your apologies to Mr. and
Mrs. Weston.”",Emma,Jane Austen,1815,JA_074,joy,15
"she replied with a smile of astonishment, “are you imagining me
to be Mr. Elton’s object?”",Emma,Jane Austen,1815,JA_075,surprise,16
"Mr. Elton and I
are very good friends, and nothing more;” and she walked on, amusing
herself in the consideration of the blunders which often arise from a
partial knowledge of circumstances, of the mistakes which people of
high pretensions to judgment are for ever falling into; and not very
well pleased with her brother for imagining her blind and ignorant, and
in want of counsel.",Emma,Jane Austen,1815,JA_075,joy,66
"She could not be complying, she dreaded being
quarrelsome; her heroism reached only to silence.",Emma,Jane Austen,1815,JA_076,fear,15
"“Oh! no—I am grieved to find—I was on the point of telling you that
when I called at Mrs. Goddard’s door, which I did the very last thing
before I returned to dress, I was told that Miss Smith was not better,
by no means better, rather worse.",Emma,Jane Austen,1815,JA_076,sadness,48
"Very much grieved and concerned—I had
flattered myself that she must be better after such a cordial as I knew
had been given her in the morning.”",Emma,Jane Austen,1815,JA_077,sadness,27
"“Yes—I imagined—that is—I did not—” “He has been used to her in these complaints, and I hope to-morrow
morning will bring us both a more comfortable report.",Emma,Jane Austen,1815,JA_077,joy,27
"“Dreadful!—Exactly so, indeed.—She will be missed every moment.”",Emma,Jane Austen,1815,JA_077,fear,8
"Emma was rather in dismay
when only half a minute afterwards he began to speak of other things,
and in a voice of the greatest alacrity and enjoyment.",Emma,Jane Austen,1815,JA_077,joy,28
"I think you will agree with me,
(turning with a soft air to Emma,)",Emma,Jane Austen,1815,JA_078,joy,14
To her it was real enjoyment to be with the Westons.,Emma,Jane Austen,1815,JA_078,joy,11
"This was a pleasure which perhaps the whole day’s visit might not
afford, which certainly did not belong to the present half-hour; but
the very sight of Mrs. Weston, her smile, her touch, her voice was
grateful to Emma, and she determined to think as little as possible of
Mr. Elton’s oddities, or of any thing else unpleasant, and enjoy all
that was enjoyable to the utmost.",Emma,Jane Austen,1815,JA_078,joy,67
"Emma’s project of forgetting Mr. Elton for a while made her rather
sorry to find, when they had all taken their places, that he was close
to her.",Emma,Jane Austen,1815,JA_079,sadness,28
"I should like to
see two more here,—your pretty little friend, Miss Smith, and my
son—and then I should say we were quite complete.",Emma,Jane Austen,1815,JA_080,joy,24
"Emma spoke with a very proper degree of pleasure; and fully assented to
his proposition of Mr. Frank Churchill and Miss Smith making their
party quite complete.",Emma,Jane Austen,1815,JA_080,joy,27
"“I am sorry there should be any thing like doubt in the case,” replied
Emma; “but am disposed to side with you, Mr. Weston.",Emma,Jane Austen,1815,JA_081,sadness,24
"“Yes—I have some right to that knowledge; though I have never been at
the place in my life.—She is an odd woman!—But I never allow myself to
speak ill of her, on Frank’s account; for I do believe her to be very
fond of him.",Emma,Jane Austen,1815,JA_081,joy,45
"“My Emma!” replied Mrs. Weston, smiling, “what is the certainty of
caprice?”",Emma,Jane Austen,1815,JA_081,joy,12
"What a blessing, that she
never had any children!",Emma,Jane Austen,1815,JA_082,joy,9
"Poor little creatures, how unhappy she would
have made them!”",Emma,Jane Austen,1815,JA_082,sadness,10
Emma wished she had been alone with Mrs. Weston.,Emma,Jane Austen,1815,JA_082,joy,9
"It did appear—there was no concealing
it—exactly like the pretence of being in love with her, instead of
Harriet; an inconstancy, if real, the most contemptible and abominable!",Emma,Jane Austen,1815,JA_084,disgust,28
"A few minutes
more, and Emma hoped to see one troublesome companion deposited in his
own house, to get sober and cool, and the other recover his temper and
happiness when this visit of hardship were over.",Emma,Jane Austen,1815,JA_086,joy,37
"He was afraid poor Isabella
would not like it.",Emma,Jane Austen,1815,JA_086,fear,9
"She felt that half this folly must
be drunkenness, and therefore could hope that it might belong only to
the passing hour.",Emma,Jane Austen,1815,JA_087,joy,22
"If she has
fancied otherwise, her own wishes have misled her, and I am very
sorry—extremely sorry—But, Miss Smith, indeed!—Oh!",Emma,Jane Austen,1815,JA_088,sadness,20
"She was too completely
overpowered to be immediately able to reply: and two moments of silence
being ample encouragement for Mr. Elton’s sanguine state of mind, he
tried to take her hand again, as he joyously exclaimed— “Charming Miss Woodhouse!",Emma,Jane Austen,1815,JA_088,joy,40
"Am I to believe that you
have never sought to recommend yourself particularly to Miss
Smith?—that you have never thought seriously of her?”",Emma,Jane Austen,1815,JA_089,surprise,23
"The hair was curled, and the maid sent away, and Emma sat down to think
and be miserable.—It was a wretched business indeed!—Such an overthrow
of every thing she had been wishing for!—Such a development of every
thing most unwelcome!—Such a blow for Harriet!—that was the worst of
all.",Emma,Jane Austen,1815,JA_090,anger,49
"It was
dreadfully mortifying; but Mr. Elton was proving himself, in many
respects, the very reverse of what she had meant and believed him;
proud, assuming, conceited; very full of his own claims, and little
concerned about the feelings of others.",Emma,Jane Austen,1815,JA_091,fear,41
"But now, poor girl, her peace is cut up for some time.",Emma,Jane Austen,1815,JA_092,sadness,12
"I have been but half a friend to her; and if she were _not_ to feel
this disappointment so very much, I am sure I have not an idea of any
body else who would be at all desirable for her;—William Coxe—Oh!",Emma,Jane Austen,1815,JA_092,sadness,42
"The distressing explanation she had to make to
Harriet, and all that poor Harriet would be suffering, with the
awkwardness of future meetings, the difficulties of continuing or
discontinuing the acquaintance, of subduing feelings, concealing
resentment, and avoiding eclat, were enough to occupy her in most
unmirthful reflections some time longer, and she went to bed at last
with nothing settled but the conviction of her having blundered most
dreadfully.",Emma,Jane Austen,1815,JA_093,sadness,70
"These were very cheering thoughts; and the sight of a great deal of
snow on the ground did her further service, for any thing was welcome
that might justify their all three being quite asunder at present.",Emma,Jane Austen,1815,JA_093,joy,37
Emma was most agreeably surprized.—Mr.,Emma,Jane Austen,1815,JA_094,joy,5
"Her tears fell abundantly—but her grief was so truly artless, that no
dignity could have made it more respectable in Emma’s eyes—and she
listened to her and tried to console her with all her heart and
understanding—really for the time convinced that Harriet was the
superior creature of the two—and that to resemble her would be more for
her own welfare and happiness than all that genius or intelligence
could do.",Emma,Jane Austen,1815,JA_095,sadness,71
"Mrs. Weston was exceedingly disappointed—much more disappointed, in
fact, than her husband, though her dependence on seeing the young man
had been so much more sober: but a sanguine temper, though for ever
expecting more good than occurs, does not always pay for its hopes by
any proportionate depression.",Emma,Jane Austen,1815,JA_096,sadness,49
"Emma was not at this time in a state of spirits to care really about
Mr. Frank Churchill’s not coming, except as a disappointment at
Randalls.",Emma,Jane Austen,1815,JA_097,sadness,26
"“There is one thing, Emma, which a man can always do, if he chuses, and
that is, his duty; not by manoeuvring and finessing, but by vigour and
resolution.",Emma,Jane Austen,1815,JA_098,joy,29
"“No,” said Emma, laughing; “but perhaps there might be some made to his
coming back again.",Emma,Jane Austen,1815,JA_098,joy,16
"Mrs. and Miss Bates occupied
the drawing-room floor; and there, in the very moderate-sized
apartment, which was every thing to them, the visitors were most
cordially and even gratefully welcomed; the quiet neat old lady, who
with her knitting was seated in the warmest corner, wanting even to
give up her place to Miss Woodhouse, and her more active, talking
daughter, almost ready to overpower them with care and kindness, thanks
for their visit, solicitude for their shoes, anxious inquiries after
Mr. Woodhouse’s health, cheerful communications about her mother’s, and
sweet-cake from the beaufet—“Mrs.",Emma,Jane Austen,1815,JA_102,joy,94
